Date,Reason,Regime,BTC_Risk,Sentiment,Live_Signal,Turnover_%,Fees_USD,Cash_%,Portfolio_Value,Trades
2022-04-05,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↑,0.5,apathy,None,7.74,22.75,59.96,105268.73,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(2.92), 'fee': np.float64(3.08)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(12.46), 'fee': np.float64(19.68)}]"
2022-04-11,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,8.58,37.22,72.7,105027.6,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(2.25), 'fee': np.float64(2.37)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-12.17), 'fee': np.float64(31.97)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.75), 'fee': np.float64(2.89)}]"
2022-04-18,Tier change: XRP: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,2.67,5.64,72.98,105480.61,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.41), 'fee': np.float64(2.54)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.94), 'fee': np.float64(3.1)}]"
2022-04-25,Tier change: BTC: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,1.58,0.0,76.87,104533.7,[]
2022-05-04,Tier change: XAUT: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,12.44,25.96,96.51,104348.09,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-23.73), 'fee': np.float64(24.77)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.14), 'fee': np.float64(1.19)}]"
2022-05-11,Tier change: BNB: neutral→bearish,Growth↑ Inflation↑,0.5,panic,None,1.18,0.0,100.0,103246.54,[]
2022-06-12,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.5,apathy,None,26.12,54.1,50.0,103518.84,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(50.0), 'fee': np.float64(51.79)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.24), 'fee': np.float64(2.32)}]"
2022-07-09,Tier change: LINK: bearish→neutral,Growth↓ Inflation↑,0.5,apathy,None,23.97,47.83,100.0,99736.93,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-47.93), 'fee': np.float64(47.83)}]"
2022-07-17,Tier change: LINK: bearish→neutral,Growth↓ Inflation↑,0.5,apathy,None,0.0,0.0,100.0,99846.71,[]
2022-07-29,Tier change: ETH: bearish→neutral,Growth↓ Inflation↑,0.5,apathy,None,0.0,0.0,100.0,100014.82,[]
2022-07-31,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.5,apathy,None,5.62,15.43,88.76,100027.43,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.87), 'fee': np.float64(2.88)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(8.37), 'fee': np.float64(12.56)}]"
2022-08-14,Tier change: XAUT: bearish→neutral,Growth↑ Inflation↑,0.5,apathy,None,15.21,30.17,58.75,100908.69,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(29.89), 'fee': np.float64(30.17)}]"
2022-08-28,Tier change: ETH: neutral→bearish,Growth↑ Inflation↑,0.205,apathy,None,17.03,33.84,83.49,99561.88,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(4.84), 'fee': np.float64(4.82)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-29.14), 'fee': np.float64(29.02)}]"
2022-09-02,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.218,apathy,None,8.3,29.85,100.0,99607.0,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-8.91), 'fee': np.float64(22.2)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-7.68), 'fee': np.float64(7.65)}]"
2022-09-08,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.237,apathy,None,7.73,19.04,84.54,99671.01,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(8.17), 'fee': np.float64(8.14)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(7.28), 'fee': np.float64(10.89)}]"
2022-09-22,Tier change: XRP: neutral→bearish,Growth↑ Inflation↑,0.221,apathy,None,3.86,17.86,91.42,99553.44,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-7.17), 'fee': np.float64(17.86)}]"
2022-09-25,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.221,apathy,None,3.99,7.95,100.0,99542.07,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-7.99), 'fee': np.float64(7.95)}]"
2022-10-05,Tier change: XRP: bearish→neutral,Growth↓ Inflation↑,0.343,apathy,None,25.0,49.84,50.0,99631.18,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(50.0), 'fee': np.float64(49.84)}]"
2022-10-06,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.324,apathy,None,13.52,26.89,65.54,99454.75,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(5.79), 'fee': np.float64(5.76)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-21.24), 'fee': np.float64(21.13)}]"
2022-10-12,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.273,apathy,None,16.9,33.31,100.0,98515.83,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-28.28), 'fee': np.float64(27.87)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-5.52), 'fee': np.float64(5.44)}]"
2022-10-30,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.451,apathy,None,1.88,0.0,96.24,98763.09,[]
2022-11-04,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.521,apathy,None,25.0,49.42,50.0,98782.93,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(50.0), 'fee': np.float64(49.42)}]"
2022-11-12,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.384,apathy,None,13.93,28.04,66.52,100643.79,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(5.22), 'fee': np.float64(5.26)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-22.63), 'fee': np.float64(22.78)}]"
2022-12-02,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↑,0.446,apathy,None,6.87,19.07,57.45,101881.51,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.65), 'fee': np.float64(2.7)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(10.71), 'fee': np.float64(16.37)}]"
2023-01-14,Tier change: XAUT: neutral→bullish,Growth↑ Inflation↑,0.546,apathy,None,15.29,30.46,27.46,103783.58,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(29.34), 'fee': np.float64(30.46)}]"
2023-01-23,Tier change: VNINDEX: neutral→bullish,Growth↑ Inflation↑,0.549,apathy,None,4.68,13.19,18.12,104974.57,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(8.38), 'fee': np.float64(13.19)}]"
2023-01-31,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↑,0.57,apathy,None,20.2,50.0,59.15,104740.91,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-35.19), 'fee': np.float64(36.88)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-5.01), 'fee': np.float64(13.12)}]"
2023-02-05,Tier change: VNINDEX: bullish→neutral,Growth↑ Inflation↑,0.594,apathy,None,3.55,16.36,65.35,103906.63,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-6.3), 'fee': np.float64(16.36)}]"
2023-02-10,Tier change: ETH: bullish→neutral,Growth↑ Inflation↑,0.553,apathy,None,0.49,0.0,65.87,103163.72,[]
2023-03-09,Tier change: BNB: neutral→bearish,Growth↑ Inflation↑,0.48,apathy,None,1.54,0.0,64.03,102959.36,[]
2023-03-12,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.532,apathy,None,17.93,48.9,50.0,104460.04,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(25.98), 'fee': np.float64(27.15)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-7.28), 'fee': np.float64(19.03)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.6), 'fee': np.float64(2.72)}]"
2023-03-23,Regime: Growth↓ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.633,apathy,None,4.8,10.23,58.68,106560.08,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.6), 'fee': np.float64(10.23)}]"
2023-03-31,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.612,apathy,None,15.36,37.96,62.79,106259.81,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(3.41), 'fee': np.float64(3.63)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-17.31), 'fee': np.float64(18.4)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(9.99), 'fee': np.float64(15.94)}]"
2023-04-08,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.598,apathy,None,19.57,57.83,50.0,106785.82,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(25.83), 'fee': np.float64(27.6)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-9.99), 'fee': np.float64(26.68)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.33), 'fee': np.float64(3.55)}]"
2023-04-11,Regime: Growth↓ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.633,apathy,None,8.61,18.41,67.2,106867.97,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-17.22), 'fee': np.float64(18.41)}]"
2023-04-15,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.659,apathy,None,19.87,50.39,64.11,106750.17,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(6.57), 'fee': np.float64(7.02)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-18.29), 'fee': np.float64(19.53)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(14.88), 'fee': np.float64(23.84)}]"
2023-04-18,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.683,apathy,None,8.45,27.1,63.53,106969.95,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.59), 'fee': np.float64(2.77)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(8.68), 'fee': np.float64(9.29)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-5.62), 'fee': np.float64(15.04)}]"
2023-04-27,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.65,apathy,None,11.33,38.75,67.66,106388.07,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(9.47), 'fee': np.float64(10.07)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-9.17), 'fee': np.float64(24.39)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-4.03), 'fee': np.float64(4.29)}]"
2023-05-08,Tier change: BNB: neutral→bearish,Growth↓ Inflation↓,0.601,apathy,None,0.2,0.0,67.64,107210.86,[]
2023-05-17,Tier change: LINK: bearish→neutral,Growth↓ Inflation↓,0.608,apathy,None,0.0,0.0,67.63,106732.44,[]
2023-05-23,Regime: Growth↓ Inflation↓ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.604,apathy,None,3.88,8.28,60.0,106607.56,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(7.76), 'fee': np.float64(8.28)}]"
2023-05-29,Tier change: BTC: bearish→neutral,Growth↓ Inflation↑,0.588,apathy,None,19.82,42.05,100.0,106023.06,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-39.64), 'fee': np.float64(42.05)}]"
2023-06-03,Tier change: BTC: neutral→bearish,Growth↓ Inflation↑,0.559,apathy,None,0.0,0.0,100.0,106096.2,[]
2023-06-08,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.411,apathy,None,8.17,26.03,83.66,106144.56,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(16.34), 'fee': np.float64(26.03)}]"
2023-06-13,Tier change: XRP: neutral→bearish,Growth↑ Inflation↓,0.367,despair,None,9.7,31.02,63.99,106508.46,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(19.41), 'fee': np.float64(31.02)}]"
2023-06-22,Tier change: XRP: bearish→neutral,Growth↑ Inflation↓,0.364,panic,Re-Entry,4.41,15.12,62.26,106675.97,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(5.27), 'fee': np.float64(5.62)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-3.56), 'fee': np.float64(9.51)}]"
2023-07-02,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.386,apathy,None,8.18,42.92,78.13,106695.58,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-16.08), 'fee': np.float64(42.92)}]"
2023-07-13,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.421,apathy,None,11.13,50.99,100.0,107710.82,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-16.71), 'fee': np.float64(45.01)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-5.55), 'fee': np.float64(5.98)}]"
2023-07-22,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.368,apathy,None,17.64,57.08,64.72,107788.96,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(35.28), 'fee': np.float64(57.08)}]"
2023-07-25,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.356,apathy,None,7.36,33.59,71.59,108104.31,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(3.84), 'fee': np.float64(4.15)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-10.89), 'fee': np.float64(29.44)}]"
2023-08-18,Tier change: BNB: neutral→bearish,Growth↑ Inflation↑,0.257,apathy,None,8.83,41.84,89.83,107546.75,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-14.15), 'fee': np.float64(38.07)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.5), 'fee': np.float64(3.77)}]"
2023-09-05,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.238,apathy,None,6.15,16.52,77.11,108302.59,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(6.39), 'fee': np.float64(6.93)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(5.91), 'fee': np.float64(9.59)}]"
2023-09-20,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.231,apathy,None,1.35,0.0,77.85,108345.84,[]
2023-09-22,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.214,apathy,None,11.17,49.95,100.0,107737.52,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-16.01), 'fee': np.float64(43.13)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-6.33), 'fee': np.float64(6.82)}]"
2023-09-29,Tier change: VNINDEX: neutral→bearish,Growth↓ Inflation↑,0.241,apathy,None,0.0,0.0,100.0,107842.46,[]
2023-10-07,Tier change: BTC: neutral→bearish,Growth↓ Inflation↑,0.227,apathy,None,0.0,0.0,100.0,107963.47,[]
2023-10-17,Tier change: BTC: bearish→neutral,Growth↓ Inflation↑,0.239,apathy,None,25.0,54.06,50.0,108060.87,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(50.0), 'fee': np.float64(54.06)}]"
2023-10-22,Tier change: BNB: bearish→neutral,Growth↓ Inflation↑,0.277,apathy,None,0.31,0.0,50.0,109482.38,[]
2023-10-27,Tier change: LINK: neutral→bullish,Growth↓ Inflation↑,0.299,apathy,None,0.42,0.0,50.0,110070.62,[]
2023-11-11,Tier change: ETH: neutral→bullish,Growth↓ Inflation↑,0.438,apathy,None,4.96,10.75,60.0,108272.07,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.93), 'fee': np.float64(10.75)}]"
2023-11-14,Regime: Growth↓ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.383,apathy,None,1.42,0.0,62.6,108768.04,[]
2023-11-23,Tier change: LINK: bullish→neutral,Growth↓ Inflation↓,0.351,apathy,None,0.38,0.0,58.56,109713.43,[]
2023-12-02,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.327,apathy,None,13.99,31.12,70.27,111237.55,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(8.13), 'fee': np.float64(9.05)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-19.84), 'fee': np.float64(22.08)}]"
2023-12-07,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.362,apathy,None,10.07,22.38,66.79,111098.1,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(11.87), 'fee': np.float64(13.19)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-8.27), 'fee': np.float64(9.19)}]"
2023-12-13,"Tier change: ETH: bullish→neutral, BNB: bullish→neutral",Growth↓ Inflation↓,0.462,apathy,None,0.06,0.0,66.8,110958.57,[]
2023-12-15,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.419,apathy,None,10.03,22.24,73.94,110887.19,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(6.54), 'fee': np.float64(7.26)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-13.51), 'fee': np.float64(14.98)}]"
2023-12-29,Tier change: BTC: neutral→bullish,Growth↑ Inflation↓,0.665,apathy,None,8.33,25.79,55.74,113435.61,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.56), 'fee': np.float64(2.91)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.98), 'fee': np.float64(2.25)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(12.12), 'fee': np.float64(20.63)}]"
2024-01-05,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.69,apathy,None,2.75,5.94,61.13,113750.09,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.16), 'fee': np.float64(1.32)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-4.06), 'fee': np.float64(4.62)}]"
2024-02-20,Tier change: DOGE: bearish→neutral,Growth↑ Inflation↓,0.852,apathy,None,5.7,12.77,62.36,116218.74,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-6.91), 'fee': np.float64(8.03)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(4.08), 'fee': np.float64(4.74)}]"
2024-02-26,Tier change: BTC: neutral→bullish,Growth↑ Inflation↓,0.891,apathy,None,3.14,14.75,64.7,116791.7,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.04), 'fee': np.float64(2.39)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-4.24), 'fee': np.float64(12.37)}]"
2024-03-03,Tier change: BNB: neutral→bullish,Growth↑ Inflation↓,0.908,apathy,None,1.86,0.0,64.07,117582.21,[]
2024-03-12,Tier change: XAUT: neutral→bullish,Growth↑ Inflation↓,0.931,apathy,None,9.05,21.88,52.48,121203.68,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-4.06), 'fee': np.float64(4.92)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(13.99), 'fee': np.float64(16.96)}]"
2024-03-17,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.902,apathy,None,13.24,34.8,70.17,121187.94,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.22), 'fee': np.float64(1.48)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-20.83), 'fee': np.float64(25.25)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(4.44), 'fee': np.float64(8.07)}]"
2024-03-24,Tier change: BTC: bullish→neutral,Growth↑ Inflation↓,0.889,apathy,None,2.73,7.27,66.5,121773.48,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.03), 'fee': np.float64(1.25)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.4), 'fee': np.float64(4.14)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(1.03), 'fee': np.float64(1.88)}]"
2024-03-30,Tier change: XAUT: neutral→bullish,Growth↑ Inflation↓,0.892,apathy,None,8.99,21.35,49.29,122472.48,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(17.43), 'fee': np.float64(21.35)}]"
2024-04-14,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.856,apathy,None,4.58,12.99,48.96,126000.19,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-5.33), 'fee': np.float64(6.71)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(3.32), 'fee': np.float64(6.28)}]"
2024-04-21,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.859,apathy,None,17.41,72.52,82.94,124037.84,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.07), 'fee': np.float64(1.33)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-18.0), 'fee': np.float64(22.33)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-15.75), 'fee': np.float64(48.85)}]"
2024-04-23,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.874,apathy,None,4.66,11.53,76.17,123732.63,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.17), 'fee': np.float64(1.44)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(8.15), 'fee': np.float64(10.09)}]"
2024-05-02,"Tier change: XRP: neutral→bearish, ETH: neutral→bearish",Growth↑ Inflation↑,0.833,apathy,None,6.35,22.9,63.72,123452.98,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(12.36), 'fee': np.float64(22.9)}]"
