Date,Reason,Regime,BTC_Risk,Sentiment,Live_Signal,Turnover_%,Fees_USD,Cash_%,Portfolio_Value,Trades
2022-02-23,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,8.47,17.08,90.0,101409.32,"[{'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-5.79), 'fee': np.float64(5.87)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-5.52), 'fee': np.float64(5.6)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-5.53), 'fee': np.float64(5.61)}]"
2022-03-02,Tier change: ETH: bearish→neutral,Growth↑ Inflation↑,0.5,apathy,None,7.05,14.32,78.0,101494.32,"[{'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(10.15)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(3.0), 'fee': np.float64(3.05)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.11), 'fee': np.float64(1.13)}]"
2022-03-11,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,13.55,27.32,72.0,100814.23,"[{'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-8.89), 'fee': np.float64(8.96)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(16.85), 'fee': np.float64(16.99)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.36), 'fee': np.float64(1.37)}]"
2022-03-18,Tier change: ETH: bearish→neutral,Growth↑ Inflation↑,0.5,apathy,None,16.55,33.04,65.76,100492.96,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(6.24), 'fee': np.float64(6.28)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.7)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.7)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-13.29), 'fee': np.float64(13.36)}]"
2022-03-24,"Tier change: BTC: bearish→neutral, XRP: bearish→neutral",Growth↑ Inflation↑,0.5,apathy,None,16.96,34.07,46.0,101991.87,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(18.59), 'fee': np.float64(18.97)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.8)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-6.91), 'fee': np.float64(7.05)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.22), 'fee': np.float64(1.25)}]"
2022-04-05,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↑,0.5,apathy,None,8.16,15.1,46.67,104529.02,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.22), 'fee': np.float64(1.27)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-6.56), 'fee': np.float64(6.86)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.97)}]"
2022-04-11,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,16.85,32.38,74.0,97901.05,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-23.62), 'fee': np.float64(23.13)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-5.9), 'fee': np.float64(5.78)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(1.08), 'fee': np.float64(1.06)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(2.46), 'fee': np.float64(2.41)}]"
2022-04-18,Tier change: XRP: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,14.64,27.76,62.0,98592.37,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(19.72)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-8.15), 'fee': np.float64(8.03)}]"
2022-04-25,Tier change: BTC: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,15.56,30.73,72.0,98711.28,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-19.36), 'fee': np.float64(19.12)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.06), 'fee': np.float64(1.05)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(10.7), 'fee': np.float64(10.56)}]"
2022-05-04,Tier change: XAUT: neutral→bearish,Growth↑ Inflation↑,0.5,apathy,None,12.92,24.79,100.0,95925.7,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-8.15), 'fee': np.float64(7.82)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-17.69), 'fee': np.float64(16.97)}]"
2022-05-11,Tier change: BNB: neutral→bearish,Growth↑ Inflation↑,0.5,panic,None,0.0,0.0,100.0,96015.58,[]
2022-06-12,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.5,apathy,None,5.0,9.64,90.0,96437.63,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(9.64)}]"
2022-07-09,Tier change: LINK: bearish→neutral,Growth↓ Inflation↑,0.5,apathy,None,4.64,8.91,100.0,96025.82,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.28), 'fee': np.float64(8.91)}]"
2022-07-17,Tier change: LINK: bearish→neutral,Growth↓ Inflation↑,0.5,apathy,None,0.0,0.0,100.0,96133.4,[]
2022-07-29,Tier change: ETH: bearish→neutral,Growth↓ Inflation↑,0.5,apathy,None,0.0,0.0,100.0,96295.25,[]
2022-07-31,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.5,apathy,None,22.5,43.35,55.0,96278.91,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(24.08)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(19.26)}]"
2022-08-14,Tier change: XAUT: bearish→neutral,Growth↑ Inflation↑,0.5,apathy,None,17.8,36.39,47.5,102179.74,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.9), 'fee': np.float64(3.99)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(10.22)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-11.7), 'fee': np.float64(11.96)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(10.22)}]"
2022-08-28,Tier change: ETH: neutral→bearish,Growth↑ Inflation↑,0.205,apathy,None,23.93,44.64,100.0,93226.89,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-21.41), 'fee': np.float64(19.97)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-7.82), 'fee': np.float64(7.29)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-8.09), 'fee': np.float64(7.55)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-10.54), 'fee': np.float64(9.83)}]"
2022-09-02,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.218,apathy,None,0.0,0.0,100.0,93287.79,[]
2022-09-08,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.237,apathy,None,14.84,27.7,70.33,93338.59,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(9.67), 'fee': np.float64(9.03)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.22)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.22)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.22)}]"
2022-09-22,Tier change: XRP: neutral→bearish,Growth↑ Inflation↑,0.221,apathy,None,14.88,27.57,82.0,94612.27,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-9.36), 'fee': np.float64(8.86)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(8.0), 'fee': np.float64(7.57)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-5.34), 'fee': np.float64(5.05)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-6.43), 'fee': np.float64(6.08)}]"
2022-09-25,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.221,apathy,None,9.09,17.37,100.0,95557.33,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-8.75), 'fee': np.float64(8.36)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-9.42), 'fee': np.float64(9.01)}]"
2022-10-05,Tier change: XRP: bearish→neutral,Growth↓ Inflation↑,0.343,apathy,None,5.0,9.57,90.0,95678.79,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(9.57)}]"
2022-10-06,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.324,apathy,None,23.09,44.16,43.84,95616.98,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(26.83), 'fee': np.float64(25.66)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.38)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.74)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.38)}]"
2022-10-12,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.273,apathy,None,27.48,51.23,100.0,93158.37,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-26.01), 'fee': np.float64(24.25)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.4), 'fee': np.float64(5.97)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-6.09), 'fee': np.float64(5.68)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-10.0), 'fee': np.float64(9.32)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-6.45), 'fee': np.float64(6.02)}]"
2022-10-30,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.451,apathy,None,27.5,51.36,45.0,93338.8,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(23.35)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(9.34)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(18.68)}]"
2022-11-04,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.521,apathy,None,33.57,65.82,90.0,97976.1,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-26.88), 'fee': np.float64(26.35)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-9.84), 'fee': np.float64(9.65)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(9.8)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-20.41), 'fee': np.float64(20.01)}]"
2022-11-12,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.384,apathy,None,8.16,15.75,74.0,98409.08,"[{'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(16.0), 'fee': np.float64(15.75)}]"
2022-12-02,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↑,0.446,apathy,None,29.16,58.84,50.0,101376.17,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(20.29)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(20.29)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-18.01), 'fee': np.float64(18.27)}]"
2023-01-14,Tier change: XAUT: neutral→bullish,Growth↑ Inflation↑,0.546,apathy,None,25.64,51.82,35.0,101012.61,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(4.14), 'fee': np.float64(4.18)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-18.07), 'fee': np.float64(18.26)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(20.21)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(9.06), 'fee': np.float64(9.16)}]"
2023-01-23,Tier change: VNINDEX: neutral→bullish,Growth↑ Inflation↑,0.549,apathy,None,10.53,20.46,15.0,102289.41,"[{'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(20.46)}]"
2023-01-31,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↑,0.57,apathy,None,23.12,47.35,47.5,102355.72,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.73), 'fee': np.float64(2.79)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-14.85), 'fee': np.float64(15.2)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-10.16), 'fee': np.float64(10.4)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-11.84), 'fee': np.float64(12.12)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.83)}]"
2023-02-05,Tier change: VNINDEX: bullish→neutral,Growth↑ Inflation↑,0.594,apathy,None,1.76,0.0,45.67,103132.19,[]
2023-02-10,Tier change: ETH: bullish→neutral,Growth↑ Inflation↑,0.553,apathy,None,9.12,17.96,56.0,99632.27,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.64), 'fee': np.float64(2.63)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.31)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-4.28), 'fee': np.float64(4.26)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-5.77), 'fee': np.float64(5.75)}]"
2023-03-09,Tier change: BNB: neutral→bearish,Growth↑ Inflation↑,0.48,apathy,None,14.67,27.96,76.0,96732.09,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-18.66), 'fee': np.float64(18.06)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-4.9), 'fee': np.float64(4.74)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.16)}]"
2023-03-12,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.532,apathy,None,8.98,17.64,90.0,98193.04,"[{'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-5.57), 'fee': np.float64(5.47)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-5.54), 'fee': np.float64(5.44)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-5.27), 'fee': np.float64(5.18)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.58), 'fee': np.float64(1.56)}]"
2023-03-23,Regime: Growth↓ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.633,apathy,None,0.17,0.0,90.0,98710.35,[]
2023-03-31,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.612,apathy,None,20.79,41.06,52.67,98691.67,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(19.75)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.58)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.92)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.58)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.25), 'fee': np.float64(2.23)}]"
2023-04-08,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.598,apathy,None,20.26,39.76,90.0,98061.21,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-19.71), 'fee': np.float64(19.34)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.81), 'fee': np.float64(6.68)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-5.92), 'fee': np.float64(5.81)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-6.3), 'fee': np.float64(6.18)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.78), 'fee': np.float64(1.75)}]"
2023-04-11,Regime: Growth↓ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.633,apathy,None,1.0,0.0,92.0,98109.53,[]
2023-04-15,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.659,apathy,None,23.16,45.44,47.67,98083.58,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(24.53)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.54)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.89)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.98), 'fee': np.float64(1.94)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.54)}]"
2023-04-18,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.683,apathy,None,7.07,13.2,47.67,99336.36,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.62)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.62), 'fee': np.float64(6.58)}]"
2023-04-27,Regime: Growth↑ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.65,apathy,None,21.53,41.06,92.0,95527.88,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-25.48), 'fee': np.float64(24.35)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-5.79), 'fee': np.float64(5.54)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-5.52), 'fee': np.float64(5.28)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-6.17), 'fee': np.float64(5.89)}]"
2023-05-08,Tier change: BNB: neutral→bearish,Growth↓ Inflation↓,0.601,apathy,None,0.12,0.0,92.0,95819.38,[]
2023-05-17,Tier change: LINK: bearish→neutral,Growth↓ Inflation↓,0.608,apathy,None,0.05,0.0,92.0,95802.49,[]
2023-05-23,Regime: Growth↓ Inflation↓ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.604,apathy,None,0.03,0.0,92.0,95836.74,[]
2023-05-29,Tier change: BTC: bearish→neutral,Growth↓ Inflation↑,0.588,apathy,None,3.97,7.61,100.0,95795.36,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-7.95), 'fee': np.float64(7.61)}]"
2023-06-03,Tier change: BTC: neutral→bearish,Growth↓ Inflation↑,0.559,apathy,None,0.0,0.0,100.0,95862.43,[]
2023-06-08,Regime: Growth↓ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.411,apathy,None,8.33,15.99,83.33,95913.66,"[{'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.12)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.12)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.76)}]"
2023-06-13,Tier change: XRP: neutral→bearish,Growth↑ Inflation↓,0.367,despair,None,2.58,4.82,88.67,95504.12,"[{'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-5.04), 'fee': np.float64(4.82)}]"
2023-06-22,Tier change: XRP: bearish→neutral,Growth↑ Inflation↓,0.364,panic,Re-Entry,4.17,7.38,80.0,96098.68,"[{'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.41)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(1.02), 'fee': np.float64(0.98)}]"
2023-07-02,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.386,apathy,None,6.75,12.7,80.67,96415.89,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.43)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-6.5), 'fee': np.float64(6.27)}]"
2023-07-13,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.421,apathy,None,10.21,19.92,100.0,97468.83,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-7.16), 'fee': np.float64(6.98)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-7.04), 'fee': np.float64(6.86)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-6.23), 'fee': np.float64(6.07)}]"
2023-07-22,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.368,apathy,None,9.33,18.22,81.33,97572.3,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.51)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.86)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.86)}]"
2023-07-25,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.356,apathy,None,0.82,0.0,82.67,97975.69,[]
2023-08-18,Tier change: BNB: neutral→bearish,Growth↑ Inflation↑,0.257,apathy,None,7.65,14.4,100.0,94039.17,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-5.42), 'fee': np.float64(5.1)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-4.3), 'fee': np.float64(4.04)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-5.59), 'fee': np.float64(5.26)}]"
2023-09-05,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.238,apathy,None,3.0,5.66,94.0,94270.13,"[{'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.66)}]"
